"V1","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Sex","ID","trap2","trap2_item","friend_name","X"
30,430,5,4,5,5,6,4,4,4,5,5,5,-1,-1,1,2,-2,2,2,1,4,4,4,4,5,4,5,4,5,4,6,5,3,5,5,4,4,4,5,6,2,5,6,5,3,6,3,6,4,5,2,6,3,3,5,5,4,5,5,3,5,5,6,2,5,7,5,6,5,5,6,5,5,6,5,5,5,3,6,"Male","phase_015_subj_25",NA,NA,"李",NA
31,76,5,5,6,4,3,4,3,4,4,4,5,2,-1,2,1,2,1,3,2,5,4,5,4,4,3,4,3,4,4,6,8,7,7,6,7,7,6,8,4,5,4,6,5,3,6,5,6,5,5,4,5,4,6,4,5,5,5,6,3,6,4,5,5,6,5,7,6,5,3,4,5,3,3,4,3,6,3,6,"Female","phase_015_subj_7",NA,NA,"肖",NA
32,691,6,5,7,5,7,5,5,4,4,5,5,-3,-1,1,1,-3,3,2,3,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,4,4,4,5,5,2,6,5,5,3,6,2,4,3,5,2,5,2,3,6,5,4,5,4,3,6,6,5,3,6,5,5,7,6,5,7,5,5,6,6,5,5,3,6,"Male","phase_015_subj_48",NA,NA,"林",NA
33,654,4,5,5,3,2,4,2,3,4,4,4,-1,2,1,-2,-3,1,2,2,4,3,5,4,3,3,3,2,4,3,6,6,4,5,4,4,6,7,6,4,5,5,3,3,3,4,1,3,2,2,3,4,3,2,4,2,6,4,2,2,3,3,3,3,4,3,5,3,7,6,3,6,3,4,4,5,5,1,3,"Male","phase_015_subj_43",NA,NA,"李",NA
34,67,3,3,5,2,2,4,2,3,3,4,4,2,-1,-1,3,1,1,1,2,4,2,5,2,2,2,5,2,2,5,7,8,3,7,8,2,7,3,8,5,2,2,4,5,3,6,3,3,3,5,2,4,2,2,3,5,2,5,2,2,2,6,5,3,6,3,6,3,7,3,5,7,3,2,3,2,7,4,5,"Male","phase_015_subj_6",NA,NA,"杨",NA
35,599,3,2,2,1,1,3,2,2,3,4,4,-2,1,-1,2,-1,1,1,2,4,2,5,2,2,4,4,3,4,4,4,6,7,7,5,6,4,6,6,5,3,3,4,2,2,5,5,4,3,3,3,6,6,3,3,3,4,3,3,3,3,2,2,3,5,2,4,5,5,7,3,5,4,3,2,3,3,3,4,"Male","phase_015_subj_40",NA,NA,"李",NA
36,322,5,5,6,4,3,5,4,4,5,5,4,1,1,2,2,-1,1,2,1,4,3,5,3,2,5,5,4,5,4,6,7,7,7,6,7,6,7,8,5,5,5,5,6,3,5,6,5,5,4,3,6,5,4,3,5,5,4,5,3,3,3,2,4,5,3,6,5,5,7,5,6,5,3,3,3,2,3,3,"Female","phase_015_subj_19",NA,NA,"吴",NA
37,513,7,6,6,6,6,2,3,4,2,2,5,2,1,1,1,2,2,2,1,5,4,5,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,5,5,4,6,5,3,5,5,6,5,5,2,5,4,4,5,5,5,6,3,3,3,3,3,3,5,3,6,5,5,3,3,5,4,3,3,2,5,3,5,"Female","phase_015_subj_30",NA,NA,"亓",NA
38,369,4,4,5,4,3,5,3,2,4,3,5,-1,-1,-1,-1,1,1,1,1,4,4,5,5,4,4,4,4,4,4,6,6,6,7,6,7,7,7,7,5,3,5,4,4,3,4,2,4,3,4,3,4,5,3,5,4,4,4,4,3,3,3,3,3,5,3,4,4,6,6,4,4,5,3,4,2,4,3,4,"Female","phase_015_subj_20",NA,NA,"武",NA
39,12,7,7,7,7,7,5,4,4,5,5,5,3,-1,3,1,-1,1,3,1,5,4,5,5,4,3,4,4,4,4,5,5,4,8,7,3,7,5,5,6,7,5,5,4,2,6,1,5,4,4,2,4,3,2,5,5,6,5,3,3,4,3,7,5,6,3,7,7,7,7,7,7,4,4,6,3,7,4,6,"Male","phase_015_subj_2",NA,NA,"黄",NA
40,568,6,5,6,4,3,4,3,4,4,5,4,3,-1,2,1,2,2,3,2,5,4,5,4,4,3,4,3,4,4,6,8,7,7,6,6,7,6,7,4,5,4,6,5,3,6,3,6,5,5,3,6,4,5,4,5,5,5,6,3,5,5,5,5,7,5,6,6,5,5,5,5,3,3,5,2,5,3,6,"Female","phase_015_subj_34",NA,NA,"张",NA
41,103,3,2,2,1,3,4,2,5,5,5,4,1,2,1,3,1,2,2,3,4,4,5,5,5,4,4,5,4,5,6,5,7,7,6,5,8,5,6,5,2,3,2,2,3,5,1,6,3,3,3,6,3,2,3,4,4,3,2,2,5,3,3,2,5,5,6,7,7,6,5,5,4,2,5,3,7,3,4,"Female","phase_015_subj_10",NA,NA,"李",NA
42,23,5,6,6,5,3,4,4,4,4,4,4,2,-1,1,2,1,1,1,2,5,4,5,5,4,3,4,5,4,4,5,6,4,6,4,4,6,4,6,6,6,6,6,6,5,6,3,6,6,5,4,3,4,6,6,6,6,6,6,3,5,3,3,3,6,6,5,5,5,5,5,6,5,5,6,3,2,5,5,"Female","phase_015_subj_4",NA,NA,"潘",NA
43,526,6,4,5,5,6,5,2,5,5,5,4,2,2,2,2,1,2,2,2,5,5,4,4,4,4,4,4,4,4,8,7,6,7,7,6,8,8,8,6,3,3,5,6,3,6,2,5,2,3,3,4,3,5,5,5,3,5,2,2,3,2,3,2,6,3,6,4,4,7,6,7,4,1,3,3,6,3,5,"Female","phase_015_subj_31",NA,NA,"顾",NA
44,417,5,4,6,6,5,4,4,5,4,5,4,-2,-2,1,2,-3,2,1,1,4,5,5,4,4,5,5,4,4,5,5,5,4,6,4,4,5,4,5,5,1,6,5,5,2,5,2,2,4,5,3,6,2,3,6,5,4,5,4,3,5,6,6,3,7,5,5,5,6,6,5,5,6,6,5,5,5,3,7,"Male","phase_015_subj_24",NA,NA,"陈",NA
45,201,4,4,3,3,1,4,4,4,5,4,4,2,-1,-1,1,-2,1,2,2,4,4,5,5,4,4,5,4,4,3,5,6,5,5,5,6,5,6,6,4,5,5,6,4,3,3,6,5,4,3,3,5,4,3,6,3,4,5,5,3,3,3,3,5,5,5,5,5,6,5,5,5,5,3,6,3,5,4,5,"Male","phase_015_subj_15",NA,NA,"姜",NA
1,35,6,5,6,4,3,2,2,4,5,5,5,2,-1,-1,1,-1,2,1,2,5,4,5,4,3,4,4,2,4,4,4,5,7,7,5,6,7,7,8,5,2,3,5,6,3,3,2,5,3,3,3,3,5,5,2,5,5,5,5,2,3,2,2,2,5,5,5,2,7,3,3,4,2,4,3,3,3,3,5,"Female","phase_016_subj_6",NA,NA,"许",52
2,400,4,3,2,5,1,4,3,2,3,2,2,1,-1,-2,-1,1,1,-1,-2,3,2,4,3,4,2,3,2,1,2,7,4,4,5,3,5,9,5,6,2,5,4,6,3,1,4,5,4,6,4,5,2,5,7,5,2,5,4,2,3,3,5,1,6,7,4,3,5,4,4,3,6,3,4,7,4,3,2,4,"Male","phase_016_subj_50",NA,NA,"陈",2447
3,603,5,4,5,2,2,4,4,5,5,5,5,2,-1,-1,2,-1,3,3,2,4,5,5,4,4,3,4,4,5,4,4,6,7,7,6,7,7,8,7,5,4,3,3,6,3,5,2,4,6,4,3,6,3,4,6,3,7,5,5,3,6,4,2,3,6,6,6,6,6,3,3,6,3,3,7,2,7,3,6,"Female","phase_016_subj_70",NA,NA,"王",4960
4,30,6,6,6,4,2,4,3,4,3,4,4,2,-1,1,2,1,-1,2,2,5,5,5,5,4,3,4,3,4,4,2,3,4,3,2,5,4,5,7,5,5,4,4,5,4,5,6,5,4,4,5,1,4,3,4,2,6,4,4,6,3,3,2,4,4,5,5,7,7,7,3,6,4,7,4,3,1,7,3,"Female","phase_016_subj_5",NA,NA,"黄",7232
5,173,7,6,7,6,6,5,5,5,4,4,5,3,3,2,2,2,3,3,3,5,5,5,4,4,4,5,5,4,5,7,8,8,9,7,8,8,9,9,5,6,6,7,6,6,6,6,7,7,7,7,6,6,6,6,7,7,6,7,7,6,6,7,7,7,7,6,7,7,7,6,7,6,6,7,7,7,6,7,"Male","phase_016_subj_24",NA,NA,"颜",9628
6,651,6,5,6,3,1,4,3,5,4,4,4,1,1,2,3,3,2,3,3,5,4,5,5,4,3,4,4,5,3,6,8,7,8,7,8,7,5,7,4,5,2,6,5,3,6,6,7,5,6,3,5,4,6,5,5,5,5,7,5,5,6,3,3,6,3,5,6,6,7,5,7,7,3,6,7,6,3,4,"Female","phase_016_subj_74",NA,NA,"林",12011
7,667,5,6,6,5,7,4,4,5,5,4,4,3,1,2,2,1,3,2,2,4,5,5,5,3,4,5,4,5,4,6,6,5,6,5,7,5,7,8,6,5,2,7,5,6,4,6,5,6,5,4,6,7,7,6,4,6,5,5,4,5,6,7,6,7,6,5,7,7,7,7,7,6,4,6,7,7,4,5,"Male","phase_016_subj_79",NA,NA,"周",14521
8,407,3,4,3,3,2,4,4,4,4,4,4,1,-2,-1,-1,1,1,1,1,5,4,4,4,4,2,2,4,3,2,4,4,3,5,6,3,4,6,6,2,6,6,6,6,5,6,2,6,5,3,3,3,4,6,3,3,5,7,4,3,3,5,3,3,6,3,6,5,6,7,3,7,7,6,6,6,2,6,3,"Female","phase_016_subj_52",NA,NA,"张",17452
9,238,5,5,5,4,4,4,2,4,4,4,3,-1,2,1,2,1,1,2,2,4,4,5,5,2,4,4,4,4,4,6,6,8,6,4,3,7,7,6,3,4,5,2,5,3,7,5,5,5,6,5,5,3,6,4,5,7,6,4,2,6,3,3,2,7,3,5,7,6,3,7,7,3,1,7,3,7,1,5,"Female","phase_016_subj_31",NA,NA,"杜",19981
10,11,4,4,4,3,3,3,3,4,5,5,5,2,-1,1,2,-1,2,2,2,5,5,5,5,5,5,5,3,3,4,4,6,4,7,4,5,7,7,8,6,6,6,6,6,3,6,1,4,4,4,2,2,1,5,6,5,6,6,5,2,5,3,4,2,4,2,3,2,5,7,6,7,2,4,5,7,5,3,4,"Female","phase_016_subj_2",NA,NA,"曲",22415
11,151,6,1,5,2,5,5,1,4,5,5,4,3,2,2,-2,-3,2,2,3,5,4,5,5,4,2,2,2,5,4,4,5,4,3,3,4,3,4,5,7,3,5,2,2,2,6,1,6,3,2,2,7,3,1,2,5,2,5,3,2,1,3,2,2,2,3,7,3,7,3,3,2,3,3,3,2,2,3,5,"Male","phase_016_subj_20",NA,NA,"李",24832
12,592,6,6,6,6,6,4,4,4,5,5,4,2,2,2,2,1,1,2,2,4,4,5,5,4,2,2,2,4,4,3,3,2,4,3,4,4,4,4,2,7,2,6,5,6,3,2,5,6,6,7,6,6,6,6,5,7,6,6,3,2,3,6,6,6,6,6,7,6,7,3,6,6,2,6,2,6,6,6,"Male","phase_016_subj_68",NA,NA,"陈",27708
13,110,6,5,6,7,6,4,4,5,5,5,4,2,3,2,1,2,3,2,2,4,5,5,5,4,5,4,4,5,4,7,6,6,7,8,7,7,6,8,5,7,2,7,5,4,5,2,7,6,5,4,5,6,3,6,5,4,6,6,5,1,3,2,5,6,5,3,7,5,7,2,3,3,3,6,3,1,5,3,"Male","phase_016_subj_11",NA,NA,"于",29675
14,336,5,5,6,5,6,5,4,5,5,2,5,1,2,1,2,1,1,2,2,5,4,5,4,3,3,4,5,4,4,4,7,6,8,6,9,7,4,6,5,7,6,5,5,4,6,7,5,5,5,2,5,1,5,5,6,6,5,5,4,5,3,6,3,7,5,6,6,5,7,6,6,5,6,6,5,7,5,6,"Female","phase_016_subj_42",NA,NA,"任",31965
15,386,6,2,6,3,3,5,2,5,5,5,5,2,3,-1,-2,-3,2,3,3,5,4,5,5,4,2,4,3,5,4,4,5,4,6,3,4,3,4,5,5,5,6,3,6,3,7,1,6,6,6,2,7,3,2,3,5,2,5,3,3,2,2,1,2,3,2,3,3,5,3,2,2,1,3,3,2,5,3,3,"Male","phase_016_subj_48",NA,NA,"王",34605
16,219,5,6,6,5,4,5,4,4,4,3,4,1,-2,2,3,1,2,1,2,5,3,5,4,4,4,3,3,5,4,3,5,7,7,1,5,5,3,6,5,1,5,3,6,5,4,7,5,3,6,4,2,4,6,5,5,3,6,2,6,5,4,5,5,7,7,5,6,6,7,4,6,6,4,5,6,6,5,5,"Male","phase_016_subj_29",NA,NA,"莫",37016
17,140,5,4,4,3,4,4,3,3,4,4,4,1,2,-1,2,-1,1,3,2,4,4,4,4,4,5,4,4,3,4,6,7,6,7,4,5,7,6,7,4,3,5,5,5,2,4,1,4,5,3,3,6,6,4,3,4,4,4,5,2,3,3,3,3,7,5,4,6,5,7,5,6,6,3,6,6,2,3,6,"Female","phase_016_subj_16",NA,NA,"曾",39780
18,345,5,6,5,5,4,5,2,4,4,4,5,2,1,2,2,-2,1,2,1,4,5,4,5,4,3,5,3,4,4,7,8,7,5,5,3,7,6,6,5,4,5,6,5,2,4,3,6,4,3,3,4,3,6,6,3,3,6,2,3,6,4,6,3,6,5,5,4,6,6,6,5,5,4,6,5,5,4,6,"Male","phase_016_subj_43",NA,NA,"郭",41892
19,348,4,4,4,3,3,4,3,4,4,4,4,1,-1,1,2,1,1,1,2,4,4,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,5,5,5,5,5,4,4,5,5,3,5,5,5,3,5,5,5,4,5,3,5,3,4,3,5,3,6,5,6,5,3,5,5,3,5,5,5,3,4,"Male","phase_016_subj_45",NA,NA,"曾",44665
20,280,4,3,4,3,2,3,1,2,4,3,5,-1,2,-1,1,-2,-1,1,1,5,5,5,5,5,4,5,3,3,3,6,7,4,8,6,4,6,8,8,5,5,2,6,5,5,4,7,4,3,4,3,5,2,4,6,3,4,2,5,3,4,5,4,4,5,6,5,6,6,5,1,7,1,5,5,5,5,3,6,"Female","phase_016_subj_35",NA,NA,"翟",47101
21,600,3,5,4,2,1,3,2,4,4,4,4,1,-1,-1,1,-1,1,2,1,4,5,4,4,4,4,3,4,5,4,6,7,7,7,5,4,6,5,6,6,3,2,6,4,3,4,1,5,2,5,4,6,4,4,6,3,3,3,5,3,5,4,3,2,5,5,5,6,6,5,5,7,3,3,6,3,7,5,6,"Female","phase_016_subj_69",NA,NA,"李",49502
22,120,4,5,4,3,2,4,3,4,4,4,4,1,-1,1,1,-1,1,2,1,5,5,5,5,4,4,4,3,4,4,7,6,4,7,6,7,7,7,8,5,5,3,6,6,3,4,6,5,5,3,3,5,2,3,5,5,6,5,6,3,3,3,3,3,6,6,7,7,7,7,3,6,6,3,5,6,7,2,6,"Male","phase_016_subj_13",NA,NA,"单",51990
23,681,5,6,6,6,5,4,4,4,4,4,4,2,2,1,2,-1,2,2,1,5,4,5,5,4,3,4,3,4,3,5,6,5,7,4,5,8,7,7,5,5,3,6,5,5,5,2,5,6,5,3,5,5,5,4,5,6,5,6,3,5,3,1,3,6,3,5,5,5,5,5,3,5,5,5,3,5,5,5,"Male","phase_016_subj_82",NA,NA,"李",55505
24,390,5,5,6,3,2,4,4,5,4,5,5,2,-2,-1,2,-2,2,2,3,4,5,4,4,4,5,4,4,5,4,6,6,7,7,7,8,8,9,7,6,5,6,5,7,5,6,5,6,2,6,3,6,1,3,6,2,3,6,2,2,2,3,2,2,6,2,7,6,6,6,6,6,6,2,7,2,2,2,6,"Female","phase_016_subj_49",NA,NA,"唐",57480
25,451,2,2,2,4,6,5,2,3,5,5,5,2,1,1,2,-1,1,3,3,5,4,5,5,4,4,5,5,5,5,6,8,4,4,3,2,4,7,4,3,3,2,3,3,3,2,2,2,1,2,1,7,4,2,6,3,2,2,2,2,3,5,1,1,6,3,3,3,6,6,6,7,1,2,4,1,3,2,3,"Female","phase_016_subj_58",NA,NA,"瞿",59245
26,274,5,6,5,6,6,4,4,4,4,5,4,2,3,1,2,2,3,2,1,4,5,5,2,4,4,5,4,5,4,6,5,7,6,7,5,6,5,7,5,6,6,5,6,4,5,3,6,6,4,3,5,2,5,5,5,5,5,6,4,5,6,6,5,6,5,6,6,6,5,5,5,7,6,5,6,6,5,5,"Female","phase_016_subj_33",NA,NA,"李",62154
27,307,5,6,6,5,6,4,4,5,5,4,5,2,1,3,2,1,3,2,3,5,4,5,5,3,2,4,2,5,4,7,8,6,7,8,8,7,7,8,5,7,6,6,6,7,7,2,7,7,6,6,1,3,3,6,5,7,7,6,6,6,6,7,6,7,6,7,6,7,7,7,6,6,3,6,6,7,6,7,"Male","phase_016_subj_38",NA,NA,"蔡",64758
28,99,5,5,5,5,4,5,3,5,5,5,5,2,2,1,2,1,1,1,1,5,4,5,5,4,3,4,4,4,4,6,6,5,6,4,5,6,5,6,5,5,3,5,5,3,5,2,5,5,3,3,5,3,3,5,3,4,5,4,3,3,3,3,3,5,3,6,5,5,5,5,4,3,3,5,5,5,3,4,"Female","phase_016_subj_10",NA,NA,"李",67165
29,63,2,1,2,1,1,4,1,5,4,5,5,2,1,2,3,-2,-2,-3,1,5,5,5,5,5,3,4,3,4,4,5,5,5,9,9,5,9,9,9,7,4,6,1,6,1,7,2,4,7,7,1,7,1,5,2,7,4,7,3,2,7,6,4,1,7,2,7,7,7,7,7,7,7,1,7,2,7,1,7,"Female","phase_016_subj_8",NA,NA,"宋",69551
30,77,5,3,5,3,2,4,4,3,4,4,4,2,-2,-1,2,-1,1,1,1,5,4,5,5,4,3,4,3,4,4,4,5,4,6,4,5,4,4,4,5,2,3,5,2,3,2,1,5,2,2,3,5,5,2,5,3,4,2,5,3,3,6,2,6,5,6,6,7,7,7,7,7,7,1,7,7,7,2,5,"Female","phase_016_subj_9",NA,NA,"徐",72386
31,444,4,4,5,3,2,4,2,3,4,3,5,2,2,1,2,-2,1,2,2,5,4,4,4,4,3,3,2,3,3,4,5,3,6,3,6,4,7,4,5,2,4,4,4,6,3,1,5,2,5,2,4,3,5,2,5,2,4,4,2,4,2,3,2,4,3,4,2,4,6,3,3,2,3,2,2,6,3,5,"Male","phase_016_subj_56",NA,NA,"王",74796
32,347,2,3,3,3,2,2,1,2,4,4,5,3,-2,-2,3,-1,-2,3,3,4,5,5,5,4,3,4,4,4,5,5,6,4,8,9,9,5,4,8,7,2,2,3,5,1,5,6,3,2,5,1,5,2,2,1,3,5,2,2,2,7,1,1,1,6,1,6,2,4,4,1,7,3,3,3,1,7,3,2,"Female","phase_016_subj_44",NA,NA,"周",77236
33,672,4,3,3,3,3,4,2,4,5,5,1,1,2,-1,-2,-1,1,1,2,5,5,5,4,4,3,4,2,2,3,5,7,5,5,4,3,4,4,7,6,3,6,1,5,2,7,3,7,3,2,2,5,3,3,5,2,3,7,2,3,6,3,2,2,3,3,6,5,6,6,3,6,3,4,5,7,7,3,3,"Female","phase_016_subj_81",NA,NA,"彭",79902
34,304,5,5,5,4,4,4,4,4,4,4,4,2,1,1,2,1,1,2,2,4,4,5,4,4,4,5,4,5,4,5,6,5,6,5,5,5,5,6,3,6,4,6,5,4,5,1,5,5,3,4,5,4,3,5,4,7,3,5,3,5,3,3,3,6,2,6,3,7,7,1,6,1,3,3,3,2,3,3,"Female","phase_016_subj_36",NA,NA,"王",82416
35,276,4,4,5,6,2,3,3,4,3,3,4,1,-1,1,1,-1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,5,4,4,4,3,1,7,4,4,3,7,6,4,3,4,3,3,3,3,3,5,3,4,3,3,4,4,4,5,3,4,3,4,"Female","phase_016_subj_34",NA,NA,"杜",84910
36,419,4,3,3,3,2,2,2,2,3,2,3,1,2,-1,1,-1,-1,1,1,4,3,4,3,3,4,2,3,3,3,4,5,4,4,3,4,4,3,3,4,3,5,3,3,3,4,4,3,3,3,3,3,5,2,3,3,4,4,3,3,4,3,3,3,3,6,4,7,6,6,6,5,5,4,5,6,4,2,2,"Female","phase_016_subj_54",NA,NA,"赵",87209
37,574,6,6,6,5,6,4,2,4,3,3,4,2,2,1,2,1,2,2,2,4,4,2,3,4,4,4,4,4,5,7,7,8,7,8,8,6,7,7,5,3,5,3,6,2,6,3,5,2,5,2,6,3,5,3,6,2,6,2,3,5,2,6,2,6,3,5,2,6,5,4,5,4,4,5,3,6,2,6,"Male","phase_016_subj_66",NA,NA,"李",90001
38,654,3,2,2,3,4,2,4,2,2,2,4,1,1,1,1,-1,1,2,2,4,4,4,4,3,3,3,4,3,3,4,5,4,4,4,3,4,4,4,5,4,4,3,4,3,4,4,4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male","phase_016_subj_75",NA,NA,"陈",92146
39,430,5,6,5,4,6,4,3,5,4,4,5,3,2,2,3,1,1,2,2,5,4,4,4,4,4,4,3,3,4,3,4,4,5,4,4,5,6,7,5,4,4,5,2,6,3,4,6,5,5,3,5,3,2,7,5,4,4,3,4,3,5,6,3,7,5,5,5,6,7,6,7,7,2,6,7,7,4,5,"Female","phase_016_subj_46",NA,NA,"刘",94752
40,412,4,3,3,3,3,4,3,4,4,4,5,1,-1,-1,1,-2,-1,1,1,5,4,5,2,3,2,3,3,3,3,4,5,4,4,2,3,6,5,6,5,3,3,3,2,1,3,3,2,2,3,2,4,3,3,5,3,4,3,2,2,5,4,5,4,6,6,3,6,7,3,5,7,3,6,3,7,7,3,6,"Female","phase_016_subj_53",NA,NA,"李",97110
41,27,5,3,5,3,2,2,2,4,4,4,5,1,1,2,2,-1,2,2,1,5,3,5,4,4,2,3,4,3,3,4,5,4,5,4,4,5,3,3,5,4,7,3,6,2,5,2,3,3,3,3,1,3,5,2,5,7,7,2,1,3,2,4,3,3,2,3,3,7,3,2,7,2,2,5,1,7,2,7,"Male","phase_016_subj_4",NA,NA,"刘",99507
42,463,3,2,4,3,2,4,2,3,4,4,4,2,2,1,2,-1,2,2,1,4,5,5,5,4,4,5,4,4,5,4,6,6,5,4,5,5,5,6,5,5,5,3,4,2,6,1,5,3,5,3,6,2,3,3,5,6,5,3,3,3,2,3,3,5,5,5,6,5,7,5,3,3,3,5,5,5,3,6,"Female","phase_016_subj_59",NA,NA,"温",101920
43,368,6,6,6,3,5,4,2,5,4,4,5,3,1,2,2,1,1,2,2,5,5,5,4,3,3,3,4,4,3,4,6,5,6,4,6,6,7,7,6,4,4,4,3,4,3,3,4,4,6,2,5,4,4,6,5,4,4,3,4,3,6,6,4,7,6,5,6,6,7,6,6,7,4,7,7,7,3,7,"Female","phase_016_subj_55",NA,NA,"陈",104283
44,6,2,3,3,2,1,5,3,5,5,5,5,3,-2,-1,-2,-2,-2,-2,-1,5,5,5,5,5,3,3,3,3,3,2,2,2,5,1,2,3,3,9,7,1,3,5,7,1,3,2,2,3,6,2,6,4,2,6,4,4,5,2,1,6,2,4,2,3,2,7,6,4,5,3,7,1,1,7,1,7,1,3,"Male","phase_016_subj_1",NA,NA,"熊",106759
45,403,5,3,5,4,2,4,4,4,4,4,5,1,-1,2,-1,-2,2,1,2,4,3,5,2,2,4,4,3,4,4,4,7,6,7,4,5,5,7,6,6,5,5,5,6,1,5,2,5,2,3,2,3,3,3,2,3,2,7,5,2,3,2,1,2,3,7,7,6,7,7,2,7,1,1,7,1,7,3,2,"Female","phase_016_subj_51",NA,NA,"张",109269
46,647,3,2,3,1,2,4,2,2,2,2,5,1,2,-1,3,-1,1,2,2,5,2,5,3,3,4,4,3,4,4,4,3,7,7,5,6,4,5,6,4,3,6,3,2,3,3,3,3,2,2,2,5,6,3,5,2,3,6,3,2,2,4,3,3,6,3,6,7,6,7,7,3,3,2,7,3,7,5,3,"Female","phase_016_subj_73",NA,NA,"陈",111915
47,631,5,6,5,4,5,5,3,4,5,5,5,2,-1,2,1,1,1,3,3,5,4,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,5,5,4,7,2,4,5,3,5,7,5,5,5,3,5,3,5,3,5,5,3,4,3,3,3,4,3,4,3,4,4,5,3,4,5,2,4,4,5,6,4,3,"Female","phase_016_subj_71",NA,NA,"吕",114168
48,220,5,5,5,4,3,4,3,3,4,4,4,2,2,1,2,1,2,1,1,4,4,5,5,4,3,3,3,3,4,6,5,6,7,7,7,6,7,7,5,4,3,4,5,3,4,5,5,3,5,2,5,3,5,4,5,2,5,4,2,3,2,1,3,4,3,4,3,4,3,3,4,3,2,3,2,4,3,3,"Male","phase_016_subj_30",NA,NA,"黄",116562
49,328,6,5,6,3,4,2,4,3,2,2,4,1,3,2,1,3,2,2,3,5,5,5,2,5,3,4,2,3,4,4,8,6,6,3,7,6,8,8,5,5,6,5,5,2,7,3,6,4,5,2,6,4,6,5,5,5,6,4,3,2,3,1,2,7,3,5,3,6,5,4,5,3,2,4,7,7,4,4,"Male","phase_016_subj_40",NA,NA,"董",118993
50,509,4,2,3,3,2,3,2,2,4,4,4,1,-1,-1,1,-2,1,1,1,4,3,5,4,3,3,4,4,3,3,4,6,6,7,2,6,4,4,6,3,2,2,3,5,4,3,5,4,3,3,3,5,4,3,3,4,3,3,5,3,3,3,2,3,4,3,6,3,5,2,3,3,3,3,3,3,5,2,3,"Female","phase_016_subj_60",NA,NA,"胡",121602
51,534,4,5,5,4,5,5,2,3,4,4,4,1,1,1,1,-1,-1,1,1,4,4,4,2,4,4,3,4,4,3,4,4,4,5,3,4,4,3,4,3,4,4,5,4,3,4,4,3,4,4,3,4,4,3,5,4,4,3,4,4,3,5,4,4,4,5,4,3,4,4,5,4,4,5,4,4,5,4,4,"Male","phase_016_subj_62",NA,NA,"刘",123925
52,140,5,4,4,3,4,4,2,3,4,4,4,2,-1,-2,-2,-2,2,3,2,4,4,5,4,4,4,5,5,5,5,5,5,4,5,4,4,6,5,5,5,1,5,3,5,4,5,4,4,3,3,4,5,3,5,4,5,3,4,4,4,4,4,5,3,5,5,5,5,5,5,5,6,3,3,4,3,4,3,5,"Female","phase_016_subj_17",NA,NA,"蔡",126628
53,173,4,4,3,3,1,4,3,2,5,4,5,1,1,1,2,-1,1,2,2,5,4,3,2,4,3,2,2,2,2,3,6,6,7,5,2,4,5,5,5,2,4,3,5,2,5,4,3,2,7,1,5,3,4,5,3,6,3,4,3,4,4,2,4,4,3,5,4,5,5,3,4,2,4,3,3,5,3,5,"Male","phase_016_subj_25",NA,NA,"江",129138
54,263,7,6,6,5,4,4,4,5,5,4,4,2,1,2,2,1,2,3,2,5,4,5,4,5,3,4,3,4,4,6,8,8,8,6,7,8,9,9,5,6,4,6,6,5,4,3,6,6,5,4,5,6,6,6,6,6,4,5,4,2,5,4,5,6,6,5,6,6,3,3,2,2,2,5,4,5,4,5,"Male","phase_016_subj_32",NA,NA,"黄",131725
55,1,6,5,5,6,4,4,3,4,4,5,4,3,2,1,1,1,1,2,2,4,4,5,5,4,3,4,4,4,4,4,7,7,6,5,7,5,6,7,5,5,4,5,5,2,6,4,5,5,6,2,5,3,5,5,5,3,3,4,3,4,4,6,4,6,5,6,6,6,6,6,3,5,3,6,3,4,3,6,"Female","phase_016_subj_84",NA,NA,"陈",NA
