"V1","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","friend_name","ID","trap1","correct_answer","trap1_item"
10,353,4,3,4,3,3,4,4,4,3,3,5,4,2,5,4,4,5,4,5,4,1,2,1,2,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,3,4,4,4,5,4,2,1,NA,"phase_017_subj_79",3,NA,NA
11,622,3,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,2,3,3,4,4,4,4,5,5,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,4,2,4,3,3,3,2,3,NA,"phase_017_subj_149",2,NA,NA
12,192,3,3,3,3,4,4,3,4,3,3,4,4,2,4,4,4,4,3,4,5,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,4,3,2,4,4,4,5,2,2,NA,"phase_017_subj_49",3,NA,NA
13,257,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,2,3,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,3,3,2,3,2,4,3,NA,"phase_017_subj_60",5,NA,NA
14,95,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,2,3,2,2,2,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,2,1,2,4,2,4,2,NA,"phase_017_subj_26",NA,NA,NA
15,461,3,4,4,3,4,4,4,4,4,4,4,5,5,4,5,5,4,5,4,5,2,2,1,1,2,2,1,2,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,4,2,3,4,4,4,4,4,5,2,NA,"phase_017_subj_113",2,NA,NA
16,242,3,3,3,3,4,3,3,3,3,4,4,2,1,4,2,5,3,3,4,4,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,4,4,3,1,NA,"phase_017_subj_58",5,NA,NA
17,398,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,5,1,3,2,2,4,4,4,3,2,NA,"phase_017_subj_97",1,NA,NA
18,649,3,3,4,3,4,3,3,2,4,4,5,4,4,4,4,4,5,4,4,4,1,2,3,3,2,3,2,2,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,4,2,2,NA,2,3,2,2,2,2,NA,"phase_017_subj_154",4,NA,NA
19,656,3,4,2,3,2,3,4,3,3,2,4,1,3,4,3,4,2,2,3,3,4,5,2,4,3,2,5,4,4,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,5,4,4,4,4,4,3,3,4,5,NA,"phase_017_subj_155",3,NA,NA
20,579,3,3,4,3,3,3,3,4,4,4,4,5,3,4,4,4,4,4,4,3,2,2,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,NA,3,3,3,4,2,NA,"phase_017_subj_142",1,NA,NA
21,239,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,3,4,5,5,4,4,4,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,4,4,4,4,2,3,NA,"phase_017_subj_57",2,NA,NA
22,483,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,4,2,2,4,4,2,4,4,2,4,NA,"phase_017_subj_121",NA,NA,NA
23,126,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,5,4,5,4,5,4,4,5,4,4,4,4,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,4,2,4,4,4,4,4,2,2,2,NA,"phase_017_subj_36",1,NA,NA
24,266,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,2,2,4,2,2,4,4,2,4,NA,"phase_017_subj_62",1,NA,NA
25,38,4,3,4,3,4,3,3,4,4,3,4,1,1,4,2,5,3,2,4,4,2,1,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,4,4,5,4,3,1,NA,"phase_017_subj_6",NA,NA,NA
26,57,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,2,3,3,3,2,NA,"phase_017_subj_11",NA,NA,NA
27,252,3,2,3,3,2,3,3,2,2,2,2,4,1,3,2,4,2,1,3,3,4,5,4,3,4,3,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,3,4,2,2,4,4,NA,4,2,NA,"phase_017_subj_59",1,NA,NA
28,533,4,3,4,3,4,3,3,4,3,3,3,2,2,5,3,4,3,3,4,4,2,1,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,4,4,4,5,3,2,NA,"phase_017_subj_127",2,NA,NA
29,551,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,4,2,2,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,4,2,3,2,3,4,4,4,3,2,NA,"phase_017_subj_138",3,NA,NA
30,321,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,3,3,2,3,4,3,2,NA,"phase_017_subj_70",4,NA,NA
31,96,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,4,2,2,2,1,2,2,1,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,3,2,3,2,3,4,3,2,NA,"phase_017_subj_27",3,NA,NA
32,347,4,3,4,4,3,3,4,3,4,4,5,5,2,4,2,5,3,2,4,3,2,3,2,2,2,2,4,4,2,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,5,3,3,3,2,3,4,4,3,3,NA,"phase_017_subj_77",1,NA,NA
33,201,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,4,4,4,3,3,3,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,4,4,5,3,3,4,2,2,NA,"phase_017_subj_51",5,NA,NA
34,426,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,5,5,4,4,5,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4,2,2,1,2,4,4,5,4,4,NA,"phase_017_subj_103",1,NA,NA
35,432,4,4,3,4,4,3,3,4,3,3,4,2,1,5,3,4,3,3,4,4,2,2,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,5,4,5,4,2,4,NA,"phase_017_subj_104",2,NA,NA
36,262,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,2,4,4,3,3,2,3,4,3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,4,3,4,4,NA,"phase_017_subj_61",5,NA,NA
37,186,2,2,2,2,1,2,2,1,2,2,3,3,1,3,2,2,2,2,2,2,5,5,5,5,4,5,4,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,4,3,5,2,2,4,2,4,NA,"phase_017_subj_48",3,NA,NA
38,51,2,2,1,2,2,1,1,2,1,1,2,2,1,3,2,2,2,1,3,2,4,4,4,3,4,4,4,4,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,4,2,4,2,3,3,4,4,3,2,NA,"phase_017_subj_10",4,NA,NA
39,117,3,3,3,3,2,2,2,4,4,4,3,2,2,3,2,2,2,2,2,4,4,5,5,3,5,4,3,5,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,5,5,3,3,2,2,1,2,2,NA,"phase_017_subj_31",1,NA,NA
40,123,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,4,3,3,3,4,2,2,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,4,3,3,3,4,4,4,4,4,NA,"phase_017_subj_35",3,NA,NA
41,540,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,5,4,5,4,5,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,5,1,1,1,1,1,4,4,1,1,NA,"phase_017_subj_135",NA,NA,NA
42,175,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,4,3,4,1,1,2,2,3,4,2,4,2,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4,1,1,2,1,4,2,1,2,2,NA,"phase_017_subj_44",3,NA,NA
43,182,3,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,2,2,4,4,2,2,NA,"phase_017_subj_168",2,NA,NA
44,27,4,3,4,3,4,3,4,3,4,4,4,4,5,4,3,4,3,3,3,4,2,1,2,2,3,4,2,4,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4,3,2,2,3,3,3,3,4,2,NA,"phase_017_subj_4",2,NA,NA
45,82,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,4,3,2,4,4,4,4,4,4,4,4,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,4,3,4,2,4,2,2,2,NA,"phase_017_subj_19",3,NA,NA
46,122,3,3,4,4,3,3,4,2,4,4,4,4,5,5,4,5,5,5,5,5,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,3,2,3,4,4,3,1,NA,"phase_017_subj_33",5,NA,NA
47,128,4,3,4,2,2,4,3,2,1,4,3,2,5,5,2,3,2,4,3,2,1,2,1,1,1,2,5,5,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,3,4,3,4,3,4,5,4,5,NA,"phase_017_subj_37",3,NA,NA
48,395,3,3,4,3,4,3,4,4,4,4,4,4,4,4,5,4,5,5,4,5,1,1,2,1,2,2,1,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,4,5,4,4,3,4,4,4,5,NA,"phase_017_subj_95",1,NA,NA
49,296,4,3,3,3,1,2,2,2,1,2,3,1,1,2,1,2,1,1,3,1,4,5,5,4,4,4,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,5,5,4,5,4,4,1,1,NA,"phase_017_subj_65",3,NA,NA
50,370,4,3,4,3,3,3,3,4,4,4,4,5,4,4,4,2,4,5,4,5,4,4,2,4,4,4,2,4,4,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,NA,2,4,2,2,2,4,2,2,2,NA,"phase_017_subj_87",1,NA,NA
51,539,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,3,4,4,2,2,NA,"phase_017_subj_133",1,NA,NA
52,357,3,4,2,3,4,3,4,3,4,3,4,2,1,5,2,4,3,2,4,5,2,2,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,4,4,4,5,3,1,NA,"phase_017_subj_82",5,NA,NA
53,367,4,3,4,3,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,5,1,1,1,1,2,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,2,1,1,2,3,1,1,4,3,NA,"phase_017_subj_84",1,NA,NA
54,229,3,3,3,3,3,3,3,3,3,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,4,4,4,4,2,2,4,2,4,NA,"phase_017_subj_54",5,NA,NA
55,81,3,3,3,3,1,3,4,2,3,3,5,4,2,3,4,4,2,3,3,2,3,5,4,4,3,2,1,3,2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,5,4,4,2,3,3,4,4,3,2,NA,"phase_017_subj_18",NA,NA,NA
56,671,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,3,2,2,2,2,1,4,3,5,4,4,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,3,5,4,5,2,4,1,4,NA,"phase_017_subj_158",3,NA,NA
57,648,3,3,4,3,3,3,3,1,4,4,4,4,4,4,4,4,5,4,4,4,1,2,2,2,3,4,2,4,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,4,2,2,3,2,4,3,3,3,3,NA,"phase_017_subj_153",3,NA,NA
58,482,3,3,3,4,3,3,3,4,3,3,3,2,2,5,3,4,3,3,4,4,2,1,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4,3,4,4,3,2,NA,"phase_017_subj_120",4,NA,NA
59,602,4,3,4,3,4,3,4,3,4,4,4,5,5,4,4,5,5,5,4,5,1,1,1,2,2,1,1,1,5,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,4,3,4,2,3,4,3,4,3,4,NA,"phase_017_subj_146",5,NA,NA
60,463,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,3,4,4,4,3,NA,"phase_017_subj_114",NA,NA,NA
61,533,3,3,3,3,2,3,2,3,3,3,3,4,2,3,4,4,4,2,4,2,2,4,3,2,4,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,4,4,3,4,4,4,2,4,3,NA,"phase_017_subj_128",3,NA,NA
62,368,3,4,4,3,4,3,3,3,4,4,4,5,5,4,4,4,5,4,4,4,1,2,2,2,3,3,2,4,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,4,1,1,2,3,1,2,1,3,2,NA,"phase_017_subj_86",1,NA,NA
63,175,3,3,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,4,2,4,4,4,4,3,2,NA,"phase_017_subj_45",1,NA,NA
64,179,4,4,3,3,4,4,3,4,3,3,4,2,1,5,2,4,3,2,4,4,2,2,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,4,5,5,3,2,NA,"phase_017_subj_46",2,NA,NA
65,538,4,3,4,3,4,3,4,4,3,3,4,4,2,5,4,4,4,4,4,5,2,1,2,2,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,3,2,4,4,4,5,2,1,NA,"phase_017_subj_132",NA,NA,NA
66,673,3,3,3,3,2,3,2,3,3,4,4,4,2,4,1,3,2,2,4,2,4,4,5,4,5,4,4,5,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,4,1,2,2,4,3,4,4,4,2,NA,"phase_017_subj_159",1,NA,NA
67,341,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,4,4,4,4,4,4,5,5,5,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,3,4,4,2,4,4,4,4,2,2,NA,"phase_017_subj_76",5,NA,NA
68,367,3,3,4,3,2,3,2,2,4,3,4,2,1,4,2,4,2,4,4,4,2,1,1,1,2,4,5,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,4,4,2,4,4,2,4,1,NA,"phase_017_subj_85",NA,NA,NA
69,350,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,4,2,4,2,4,4,2,1,NA,"phase_017_subj_78",1,NA,NA
70,26,3,2,2,2,2,3,2,2,2,4,4,2,2,2,2,2,1,2,2,3,5,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,2,4,4,2,2,2,NA,"phase_017_subj_3",4,NA,NA
71,441,3,3,3,3,2,3,3,3,3,3,3,2,2,4,2,4,3,3,4,3,4,4,3,3,3,2,4,2,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,4,5,5,4,4,4,4,4,4,5,NA,"phase_017_subj_106",1,NA,NA
72,623,4,4,3,4,2,3,3,1,4,4,4,4,3,4,5,4,2,4,4,5,1,1,2,1,5,1,2,4,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,4,2,3,3,4,3,4,4,3,2,NA,"phase_017_subj_150",1,NA,NA
73,236,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4,5,4,3,4,3,2,1,2,2,2,1,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,3,2,4,4,2,3,3,1,NA,"phase_017_subj_56",2,NA,NA
74,23,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,4,3,4,3,4,4,3,1,NA,"phase_017_subj_1",4,NA,NA
75,504,4,4,3,3,3,3,3,3,3,4,4,1,1,4,3,4,3,3,4,4,1,2,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1,4,4,5,4,3,1,NA,"phase_017_subj_125",5,NA,NA
76,90,3,3,4,3,3,3,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,5,4,4,4,2,NA,"phase_017_subj_22",4,NA,NA
77,157,3,3,3,3,4,3,3,4,3,4,4,1,2,4,3,4,3,3,4,4,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,4,5,5,4,3,1,NA,"phase_017_subj_40",4,NA,NA
78,448,4,3,4,4,3,3,3,4,3,3,5,4,2,4,4,4,4,5,4,4,1,2,2,1,2,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,3,3,4,5,4,4,5,2,1,NA,"phase_017_subj_108",1,NA,NA
79,122,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,4,4,3,5,4,4,4,1,2,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,4,3,4,4,3,2,NA,"phase_017_subj_34",1,NA,NA
80,308,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,2,3,3,3,3,3,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5,3,3,4,3,4,5,4,3,3,NA,"phase_017_subj_69",5,NA,NA
81,85,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,5,1,1,2,2,2,1,2,2,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,4,2,2,3,4,4,3,2,2,1,NA,"phase_017_subj_20",2,NA,NA
82,304,4,3,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,3,2,3,3,3,2,NA,"phase_017_subj_68",1,NA,NA
83,168,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,3,2,2,3,2,4,5,4,3,4,4,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,2,1,NA,"phase_017_subj_41",1,NA,NA
84,539,4,3,4,4,4,3,4,3,4,4,5,4,4,4,5,5,4,5,5,5,1,1,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,5,1,1,2,1,2,2,4,2,1,NA,"phase_017_subj_134",3,NA,NA
85,85,3,3,3,4,3,3,4,3,3,3,4,4,4,5,4,4,4,4,4,4,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,5,4,2,2,1,4,5,4,4,2,NA,"phase_017_subj_21",4,NA,NA
86,577,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,2,2,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,5,4,2,3,NA,"phase_017_subj_141",2,NA,NA
87,230,4,4,4,3,4,4,4,4,4,4,5,5,5,4,4,3,4,5,4,4,1,1,2,1,3,2,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,2,2,1,3,3,4,2,NA,"phase_017_subj_55",NA,NA,NA
88,537,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,4,4,4,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,5,4,4,4,5,2,NA,"phase_017_subj_130",3,NA,NA
89,90,3,3,3,3,3,3,3,3,2,3,4,2,1,3,2,4,2,1,4,3,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,5,4,4,4,2,4,NA,3,4,3,NA,"phase_017_subj_23",NA,NA,NA
90,138,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,5,4,4,4,4,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,2,4,4,4,4,4,2,NA,"phase_017_subj_47",4,NA,NA
91,65,3,4,3,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,5,4,2,4,2,2,1,2,1,2,2,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,4,3,3,2,2,2,4,4,2,2,NA,"phase_017_subj_13",1,NA,NA
92,170,3,4,3,4,2,3,3,3,4,3,3,2,4,4,4,4,3,4,4,4,2,4,3,4,4,3,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,2,3,4,2,3,2,3,2,NA,"phase_017_subj_43",3,NA,NA
93,623,4,3,4,3,4,3,4,3,4,3,5,5,4,4,5,5,4,5,4,4,2,1,2,2,1,2,2,4,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,5,4,2,1,2,4,2,1,2,1,NA,"phase_017_subj_151",1,NA,NA
94,299,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,4,3,3,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,4,2,4,4,2,2,NA,"phase_017_subj_67",3,NA,NA
95,45,3,4,4,3,3,4,4,3,4,4,3,4,3,4,4,5,3,3,4,4,2,2,2,2,3,3,2,3,2,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,4,2,1,1,1,2,3,2,2,2,NA,"phase_017_subj_8",4,NA,NA
96,196,3,3,4,1,2,3,3,4,4,4,5,4,4,4,4,4,5,5,4,5,4,3,4,4,4,4,4,3,4,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,5,1,2,2,2,2,4,4,5,2,NA,"phase_017_subj_50",3,NA,NA
97,593,4,4,4,3,3,4,4,3,4,4,4,4,5,4,4,5,4,5,5,4,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4,1,4,2,4,4,5,4,3,2,NA,"phase_017_subj_144",2,NA,NA
98,340,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,1,2,4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,4,1,2,1,2,4,4,4,5,2,NA,"phase_017_subj_75",2,NA,NA
99,43,3,3,3,4,3,4,3,4,4,4,4,5,4,3,4,4,5,4,4,5,4,5,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,4,2,3,1,2,2,4,2,3,2,NA,"phase_017_subj_7",5,NA,NA
100,664,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,4,3,4,3,4,4,4,NA,"phase_017_subj_156",2,NA,NA
101,32,4,3,4,4,3,4,3,4,4,4,5,5,4,4,5,4,4,4,4,5,1,2,2,2,1,1,2,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,5,1,3,1,1,4,3,4,1,2,NA,"phase_017_subj_5",4,NA,NA
102,688,3,4,3,3,3,4,3,2,3,4,4,2,4,3,3,2,3,3,3,2,4,4,4,2,4,4,4,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,3,3,5,4,5,5,4,5,2,NA,"phase_017_subj_166",3,NA,NA
103,401,3,3,3,3,3,3,3,2,3,4,4,2,2,2,3,4,3,3,4,2,2,4,3,2,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,2,2,4,4,3,2,NA,"phase_017_subj_99",1,NA,NA
104,96,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,2,5,5,2,2,2,1,2,1,5,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,5,2,3,2,5,3,4,4,5,3,NA,"phase_017_subj_28",NA,NA,NA
105,226,3,3,3,3,4,4,3,1,3,4,4,4,2,3,4,4,3,3,4,3,2,2,2,2,3,2,3,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5,4,4,3,4,4,4,2,2,2,NA,"phase_017_subj_53",1,NA,NA
106,74,2,3,4,3,3,3,2,4,4,4,3,5,4,4,3,2,4,3,4,4,1,2,3,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,2,3,1,1,4,2,NA,"phase_017_subj_16",NA,NA,NA
107,490,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,3,3,3,3,4,4,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,4,2,4,2,1,1,4,2,3,2,NA,"phase_017_subj_122",2,NA,NA
108,490,4,3,4,3,4,4,3,4,3,4,4,5,4,5,4,5,4,5,5,4,1,2,2,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,2,1,2,2,1,NA,"phase_017_subj_123",1,NA,NA
109,598,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,5,4,4,4,4,4,4,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,5,3,4,4,4,4,5,4,4,NA,"phase_017_subj_145",2,NA,NA
110,65,3,3,3,3,4,4,3,4,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,4,4,5,1,2,NA,"phase_017_subj_14",NA,NA,NA
